employee_id,gender,age,department,work_model,sleep_hours_avg,work_hours_avg,meeting_hours_avg,breaks_per_day,distractions_per_hour,years_experience,remote_tenure,job_level,team_size,tasks_completed_weekly,response_time_avg,delivery_rate_pct,system_engagement_pct,work_life_balance_ratio,productivity_index,performance_rating,turnover_risk,is_high_turnover,salary
E144,Male,36.0,Marketing,In-office,5.53,9.97,2.71,2.58,2.79,6.0,0.2,1,19,39,16.5,81.5,66.0,0.31523169292661524,62.4,62.5,0.694,1,53504.7058619737
E145,Male,45.0,Support,Hybrid,6.85,6.42,3.16,2.71,2.11,8.0,1.8,2,14,48,16.5,76.9,51.0,0.8119941397124211,61.9,65.0,0.201,0,56555.06649961813
E146,Male,43.0,IT,In-office,8.25,7.52,2.79,1.9,3.22,4.0,0.1,4,4,47,22.3,77.3,64.0,0.8080911435888656,50.3,45.0,0.231,0,60679.31423358857
E147,Female,33.0,IT,Remote,6.96,7.3,1.5,2.1,4.56,16.0,2.2,5,17,52,13.1,81.6,58.5,0.4511524644560959,54.9,52.5,0.487,0,57121.21638154162
E148,Female,37.0,Support,In-office,5.81,8.78,2.91,3.05,3.34,6.0,0.8,5,5,54,16.1,82.8,61.4,0.3099771693457862,51.3,51.5,0.624,1,50670.863841871025
E149,Female,31.0,HR,Remote,6.94,7.28,2.62,1.84,5.34,19.0,2.8,3,16,45,18.9,88.6,64.7,0.47409707828084485,52.4,54.1,0.552,1,54553.437620113924
E150,Male,28.0,Marketing,In-office,6.36,7.67,2.86,1.79,3.25,18.0,0.0,4,10,52,18.8,84.7,55.4,0.5438492336616594,55.2,54.1,0.471,0,54058.044439852536
E151,Female,51.0,Sales,Remote,7.49,6.07,2.46,3.37,3.32,0.0,0.0,1,8,49,19.5,78.4,73.1,0.7695246425172938,65.8,67.6,0.243,0,62969.7693624187
E152,Female,34.0,Marketing,Remote,7.68,8.3,3.05,2.99,4.46,4.0,2.9,5,7,43,14.0,83.3,64.4,0.5763224104748488,65.0,67.1,0.441,0,56302.96829382376
E153,Female,40.0,Marketing,In-office,5.81,8.22,2.45,1.59,4.02,14.0,1.6,4,4,39,23.2,69.2,50.5,0.32999876392107547,58.7,59.9,0.636,0,54423.346184979426
E154,Female,39.0,Support,In-office,6.22,8.83,3.12,2.01,4.61,2.0,0.0,2,12,45,19.2,90.2,58.1,0.3216126848580502,47.4,45.0,0.69,1,50063.26252990364
E155,Male,45.0,Marketing,Remote,7.98,7.89,2.81,3.28,6.58,7.0,4.7,4,9,47,13.0,80.8,61.2,0.39865362366493406,42.7,45.0,0.616,1,52532.807986225605
E156,Male,41.0,Support,Hybrid,6.71,7.28,2.81,2.2,2.83,15.0,1.6,3,12,53,16.7,79.6,69.6,0.6082824290986816,66.6,64.5,0.356,0,58084.3691016326
E157,Female,48.0,HR,Remote,6.24,7.12,2.93,2.38,5.29,18.0,2.3,4,15,39,16.0,74.8,58.2,0.49428872555723785,49.6,45.8,0.599,1,50567.18132778252
E158,Male,31.0,HR,Hybrid,7.44,8.52,2.48,1.98,3.81,7.0,2.7,3,13,42,19.8,82.1,54.7,0.5556916460455894,56.2,51.0,0.468,1,54662.325436541134
E159,Female,31.0,Support,Hybrid,6.49,7.87,2.89,2.22,5.41,10.0,1.0,4,14,45,15.6,82.4,60.6,0.2824348251398675,49.6,56.9,0.658,1,51443.35642713489
E160,Male,28.0,Management,Remote,7.72,10.52,2.68,3.5,4.27,9.0,3.1,3,9,39,16.6,81.0,62.0,0.37682768043169146,65.7,66.4,0.656,0,49057.04655753921
E161,Male,31.0,Marketing,Remote,7.6,6.15,2.49,1.4,2.03,9.0,4.2,5,10,46,13.3,79.1,57.2,0.8002659164886339,64.4,63.7,0.151,0,66339.32457068923
E162,Female,33.0,Management,Hybrid,6.6,7.9,3.44,3.58,4.52,13.0,0.8,2,19,40,14.0,87.8,58.1,0.48135423018712253,58.1,59.7,0.558,0,59486.202395936314
E163,Male,25.0,Sales,Hybrid,6.46,7.89,2.93,3.12,4.4,13.0,4.6,3,7,44,13.6,74.6,57.3,0.47892977895037026,54.5,53.4,0.579,1,55243.37411029507
E164,Male,27.0,Marketing,In-office,6.12,8.8,3.23,2.77,0.19,1.0,1.0,3,6,40,24.6,84.4,69.3,0.6299658840824145,64.1,66.0,0.329,0,59151.92940349648
E165,Male,39.0,Management,Hybrid,6.85,8.91,3.7,2.99,2.76,3.0,1.4,5,14,53,20.0,83.6,52.3,0.5661688064622161,70.3,69.7,0.482,0,59143.64176649183
E166,Female,35.0,Marketing,In-office,5.41,7.99,2.68,1.07,3.54,10.0,0.0,1,10,41,18.3,76.2,53.4,0.4046390463468249,58.9,60.4,0.616,0,50295.77388093535
E167,Female,43.0,Marketing,In-office,6.33,7.8,2.28,2.29,3.23,10.0,0.5,5,18,46,14.7,77.7,68.9,0.5581030079997246,64.3,64.8,0.483,1,49395.62639446644
E168,Female,27.0,Management,Hybrid,6.69,7.1,3.46,2.61,2.23,7.0,1.5,4,11,44,18.9,79.4,56.8,0.8028396491326973,53.8,50.9,0.292,0,58215.741067247785
E169,Male,38.0,Support,Hybrid,6.98,9.18,2.87,2.52,3.45,12.0,2.5,5,11,56,19.3,83.6,73.1,0.43573059419985644,59.4,60.3,0.552,1,47827.624236922435
E170,Male,31.0,Marketing,In-office,6.67,8.86,2.38,3.28,2.25,10.0,0.5,2,18,45,20.0,84.8,66.0,0.5513131917821255,65.4,66.8,0.411,1,56615.459547876075
E171,Male,39.0,IT,Hybrid,6.7,6.98,2.48,2.12,2.0,15.0,3.2,5,18,46,15.8,84.4,57.0,0.6795242785187238,58.1,59.0,0.276,0,61775.25513756865
E172,Female,24.0,Support,Hybrid,7.46,8.06,3.86,2.89,2.92,9.0,3.5,2,19,43,13.2,78.7,61.4,0.6052094857517281,60.3,64.4,0.354,0,64409.31193682585
E173,Male,47.0,Sales,Remote,8.07,7.95,3.06,3.17,5.17,10.0,2.3,3,16,53,15.4,89.6,60.0,0.5201449145292948,62.1,65.9,0.476,1,56700.78212129249
E174,Male,36.0,Support,Remote,7.43,8.68,3.05,3.51,3.19,10.0,3.2,1,8,36,22.7,84.6,76.3,0.6030575987408323,66.1,67.8,0.414,1,56922.69841357341
E175,Female,50.0,Support,In-office,6.75,8.29,3.11,2.97,2.48,14.0,0.0,1,5,32,20.7,78.7,61.0,0.5968345399665009,63.6,63.7,0.417,0,59978.21674355047
E176,Male,41.0,Sales,In-office,6.19,8.01,1.43,2.5,0.78,12.0,1.3,1,16,42,20.1,78.9,63.4,0.7343591624518012,58.9,59.6,0.307,1,54156.594072976346
E177,Male,45.0,IT,In-office,6.89,7.84,3.02,2.15,2.08,11.0,0.7,2,6,35,24.4,85.6,71.6,0.6716500945938954,55.4,55.0,0.329,0,60836.8436743257
E178,Male,44.0,Marketing,Hybrid,7.09,7.57,3.46,2.24,3.63,19.0,1.8,1,7,44,24.0,79.4,57.2,0.6496767038578658,58.9,55.7,0.423,0,59622.5955816609
E179,Male,40.0,Marketing,Hybrid,8.07,8.66,2.5,3.56,3.38,13.0,1.5,5,6,49,10.7,78.0,61.9,0.6537671583381023,65.6,66.3,0.333,1,55574.24126266048
E180,Male,38.0,Management,In-office,6.36,6.44,3.69,1.36,1.68,8.0,0.7,2,18,44,19.2,83.7,64.7,0.896008458329481,52.5,51.9,0.24,1,66231.2621296208
E181,Female,34.0,HR,In-office,6.7,7.31,1.75,1.58,1.59,2.0,0.0,5,18,49,15.0,87.0,69.9,0.7532833673882503,62.0,64.5,0.278,1,62675.489222483244
E182,Female,42.0,Management,Remote,7.2,6.74,3.41,1.8,4.26,12.0,3.5,1,16,42,21.1,85.5,60.4,0.5971421221791859,55.7,55.0,0.36,0,57954.1362582976
E183,Female,29.0,IT,Remote,6.85,7.51,1.78,2.49,3.43,10.0,3.3,5,6,44,9.5,79.3,58.8,0.5214553750969444,60.2,63.3,0.425,1,59148.345598318854
E184,Female,31.0,IT,Hybrid,7.03,10.13,1.79,3.11,3.77,19.0,0.2,3,4,44,19.1,81.3,64.3,0.3741236207621592,64.6,60.5,0.65,0,57312.078573413186
E185,Female,39.0,HR,In-office,6.64,8.71,2.47,1.88,3.44,4.0,0.3,2,7,45,14.3,84.7,63.5,0.4428268607337074,51.4,49.8,0.546,0,54165.598765175484
E186,Male,36.0,IT,Hybrid,8.22,8.36,2.16,3.24,3.45,14.0,3.3,4,4,42,17.0,80.0,53.8,0.7227000247046047,57.8,60.1,0.313,0,61354.661758901006
E187,Female,34.0,IT,In-office,5.18,6.67,2.72,2.67,3.79,6.0,0.0,4,18,42,18.4,84.6,58.6,0.4826618812286772,41.9,45.0,0.541,1,52391.91730137927
E188,Female,36.0,Management,Remote,8.57,6.96,3.99,3.96,3.53,12.0,4.1,5,15,55,13.0,77.5,66.2,0.8003585543671564,69.5,71.5,0.196,0,61570.466891605625
E189,Female,41.0,Support,Remote,7.15,6.95,2.95,2.48,3.34,10.0,2.3,5,12,47,14.3,81.0,63.2,0.6326603140965797,63.4,66.5,0.325,1,62741.007449632736
E190,Female,32.0,Management,Remote,7.32,8.59,3.4,3.27,2.93,15.0,3.6,4,17,51,18.2,78.3,68.6,0.5362576387657068,72.3,74.9,0.388,0,55791.748522273396
E191,Male,44.0,Support,Hybrid,6.27,7.46,2.8,2.38,1.36,18.0,1.7,3,9,37,18.5,84.5,74.1,0.6856742523966489,60.4,61.8,0.292,1,61454.69871165818
E192,Male,35.0,Marketing,Hybrid,6.62,7.76,2.78,3.03,2.91,14.0,2.4,1,18,39,16.5,86.7,62.2,0.6198199397161736,59.7,60.1,0.423,0,55877.02765970465
E193,Male,39.0,IT,Hybrid,6.31,5.93,2.11,0.78,4.95,6.0,2.0,3,19,49,14.2,82.9,58.2,0.5307046872065102,59.8,58.4,0.48,0,57036.939477239175
E194,Female,44.0,Management,Hybrid,7.63,8.13,2.75,2.16,3.32,7.0,1.4,2,8,38,17.8,90.7,51.7,0.5787130610644006,61.4,60.0,0.359,0,60230.98631586084
E195,Male,35.0,Management,In-office,7.26,8.65,2.45,2.05,2.05,11.0,0.4,4,7,44,19.3,83.5,69.3,0.6476590462925591,66.5,66.3,0.361,0,62282.6198327737
E196,Male,42.0,Sales,Hybrid,7.09,7.82,2.74,2.4,2.46,6.0,1.7,2,17,41,18.3,88.1,55.3,0.6732658689864419,65.3,67.7,0.346,1,58089.95080343576
E197,Female,39.0,Sales,Remote,7.52,9.38,2.71,3.61,4.9,14.0,3.5,3,5,43,13.9,77.0,57.7,0.31780712818994333,58.1,61.5,0.638,0,50050.375194119886
E198,Male,34.0,Marketing,Remote,7.22,7.03,2.01,2.28,3.85,13.0,1.0,4,11,50,14.7,80.4,63.9,0.6426862552972764,59.8,61.8,0.365,0,56113.70885265308
E199,Male,41.0,Sales,Hybrid,6.92,7.77,2.82,1.95,2.46,18.0,0.6,1,4,37,21.4,76.0,58.5,0.6479104359223,61.0,63.8,0.355,0,58017.12021977166
E200,Male,42.0,IT,Hybrid,6.98,9.23,2.47,2.64,2.61,14.0,1.5,5,10,47,14.4,79.3,72.1,0.47485148510846886,52.0,53.8,0.468,0,57091.901479134554
E201,Male,41.0,HR,Remote,8.28,7.81,2.91,3.18,3.69,16.0,3.1,5,11,52,14.9,82.5,65.9,0.7338893680174141,63.6,64.1,0.284,1,63750.96584993605
E202,Male,51.0,IT,In-office,6.79,7.03,2.36,1.68,1.23,11.0,1.0,5,16,44,19.4,82.8,54.2,0.8060392263184117,64.6,69.8,0.222,1,60573.50402746713
E203,Female,46.0,Support,Hybrid,7.48,9.46,3.48,4.4,4.79,4.0,3.2,2,16,45,22.6,83.0,64.0,0.42915256215876385,60.8,58.6,0.625,1,53858.81776031698
E204,Male,40.0,Marketing,Remote,7.65,8.11,2.15,1.96,3.94,10.0,1.5,2,9,39,18.2,78.9,50.8,0.6206901026017452,57.9,61.3,0.432,0,61106.91357641485
E205,Female,33.0,Support,Remote,7.08,8.95,3.86,3.13,4.3,13.0,4.5,2,9,43,18.5,76.3,48.4,0.3421165316021455,59.9,60.4,0.589,1,53570.3047096711
E206,Female,32.0,Management,Remote,7.49,9.36,3.61,2.27,5.22,9.0,1.8,3,8,56,12.0,73.5,51.9,0.2881087480042438,62.6,62.9,0.665,0,55680.387437674195
E207,Female,36.0,HR,In-office,6.36,7.18,3.53,1.25,2.53,11.0,0.2,5,7,59,17.5,84.3,65.5,0.658751763360433,49.8,48.8,0.367,0,56668.63240268928
E208,Female,30.0,Support,Hybrid,6.31,7.44,3.36,2.94,2.69,16.0,2.6,2,7,44,21.9,77.3,65.2,0.6166892975456104,55.9,55.3,0.409,1,53996.03589006575
E209,Female,33.0,Support,Remote,7.48,8.37,3.01,2.9,3.7,16.0,5.1,2,16,50,15.7,83.5,58.9,0.5727523843153023,67.7,69.8,0.453,0,51073.839253287166
E210,Male,35.0,Marketing,Hybrid,7.19,6.72,3.49,1.68,3.74,15.0,1.7,5,6,58,18.4,87.6,54.8,0.8636365745327361,60.8,63.1,0.329,1,64618.13293446755
E211,Female,34.0,HR,In-office,6.59,8.31,2.47,2.54,3.08,8.0,0.3,4,12,37,20.7,74.7,64.9,0.5865445255346584,54.1,49.5,0.442,1,58703.09696906217
E212,Female,40.0,Sales,In-office,5.72,7.69,1.83,4.07,2.9,3.0,0.8,4,15,48,11.2,79.6,57.3,0.5767782820090299,52.1,51.6,0.48,0,55433.24598726864
E213,Male,36.0,Support,Remote,8.45,7.16,3.26,3.32,3.99,11.0,3.7,1,7,47,22.1,89.2,68.2,0.7957000881746601,62.0,60.4,0.252,0,63279.905878959464
E214,Female,34.0,Sales,Hybrid,6.25,6.5,2.32,2.96,4.28,19.0,1.3,4,19,45,18.1,89.5,55.1,0.5915695625652898,48.6,45.2,0.441,1,53393.53285810487
E215,Male,46.0,Marketing,Remote,6.58,8.18,2.26,4.06,3.79,6.0,4.1,5,4,58,15.2,77.3,64.4,0.44523653776798267,62.3,64.3,0.539,0,61167.25593885048
E216,Male,45.0,IT,In-office,6.18,7.22,1.93,3.31,3.81,6.0,0.0,5,11,57,15.2,85.4,70.8,0.5749484610246633,50.1,48.9,0.463,1,56497.66354592568
E217,Male,31.0,IT,Hybrid,6.48,8.63,2.67,1.93,4.29,8.0,2.4,1,15,39,22.6,74.0,63.0,0.33435873927312143,57.4,57.3,0.627,1,51518.18438381468
E218,Female,37.0,Support,Remote,7.78,8.55,3.28,3.25,2.75,6.0,3.2,5,14,46,13.7,86.6,48.5,0.6561590696629995,73.9,73.8,0.332,0,62217.29987169608
E219,Female,31.0,Support,Hybrid,7.98,6.6,3.0,1.05,3.38,5.0,2.1,4,5,41,16.1,77.4,48.2,0.7247318226085449,55.3,57.3,0.251,0,63913.02769521014
E220,Female,25.0,Marketing,Remote,7.4,7.79,1.41,3.11,5.46,0.0,0.0,3,10,44,17.7,83.3,58.5,0.44509370696931605,55.0,59.2,0.559,0,53901.652072837394
E221,Female,38.0,Marketing,Remote,7.29,6.56,2.97,2.56,5.41,10.0,3.3,3,4,52,10.2,82.5,59.6,0.6787329283336754,56.9,55.6,0.437,0,54518.576633664066
E222,Male,35.0,HR,Hybrid,7.62,9.03,2.84,2.32,2.57,17.0,1.9,3,5,41,17.6,80.5,58.0,0.5106367403704126,71.3,73.5,0.396,0,59534.405071407986
E223,Male,45.0,Sales,Remote,7.17,7.66,1.72,3.23,4.41,12.0,4.1,5,13,58,9.3,85.0,58.1,0.5703130095187257,63.1,67.2,0.464,1,61726.0734894251
E224,Male,36.0,IT,Remote,7.53,7.29,1.88,2.06,4.62,7.0,4.4,3,15,56,10.3,83.6,54.6,0.4953642064405175,60.4,59.7,0.424,0,61316.26013846493
E225,Male,40.0,IT,Hybrid,7.05,8.89,1.78,2.15,2.86,8.0,2.2,3,4,43,21.4,78.0,64.9,0.5184034067105283,57.1,57.2,0.458,0,61039.55987991819
E226,Female,38.0,Support,Remote,6.68,7.93,3.23,3.0,4.71,10.0,3.1,1,5,49,14.6,79.5,64.6,0.47444752984836835,58.6,60.7,0.58,1,51066.352970706444
E227,Male,35.0,HR,In-office,6.36,9.85,2.11,2.51,2.75,6.0,0.0,3,11,43,21.1,86.4,63.3,0.39621400095477316,54.7,54.7,0.607,0,48821.18553922426
E228,Female,37.0,HR,Hybrid,7.92,8.32,2.85,1.63,4.84,7.0,2.2,3,16,40,18.9,66.4,58.1,0.4601127611035347,50.8,48.2,0.486,0,55042.63923970106
E229,Male,36.0,IT,Hybrid,5.83,9.35,2.23,1.66,4.07,5.0,2.7,4,4,43,13.3,80.6,65.6,0.2442348145370016,58.8,60.4,0.72,1,48567.17473686609
E230,Female,35.0,Support,Hybrid,7.28,7.59,2.13,2.02,2.87,10.0,2.0,1,19,41,15.8,81.9,64.7,0.7199798874467337,61.4,62.2,0.314,0,63862.574555412844
E231,Female,38.0,Sales,Hybrid,7.64,8.1,1.98,2.2,4.72,11.0,0.6,3,12,38,21.6,80.5,66.6,0.4714816684141432,44.6,45.0,0.492,0,50162.606110855544
E232,Male,39.0,Support,In-office,7.09,9.58,3.31,2.87,4.85,21.0,0.0,5,9,53,18.3,77.4,60.5,0.3238229294790987,47.9,47.9,0.687,1,53978.65095838184
E233,Male,36.0,IT,In-office,6.14,7.76,2.42,1.44,3.16,5.0,0.0,4,19,52,18.6,89.8,71.4,0.5092785919951907,44.8,45.0,0.493,1,54735.97630426303
E234,Female,29.0,HR,Hybrid,7.58,10.21,3.02,3.08,4.16,7.0,2.7,4,16,45,19.2,78.6,52.9,0.34841998261970913,55.3,52.0,0.619,0,50149.35679015774
E235,Male,38.0,Marketing,In-office,7.3,7.41,2.24,0.52,2.7,7.0,0.9,5,13,47,18.5,85.3,67.3,0.7911972044662663,54.9,52.0,0.316,0,57483.6868742195
E236,Male,35.0,Support,Hybrid,6.87,9.35,3.45,2.13,3.32,11.0,0.7,2,10,42,21.5,80.7,61.0,0.4656959511159006,61.3,58.3,0.566,1,48055.42998440269
E237,Female,37.0,Support,Remote,7.11,8.29,2.41,2.25,4.66,5.0,4.3,5,16,55,14.8,84.4,73.1,0.3287428706671197,64.6,64.4,0.57,0,55369.511751885744
E238,Female,48.0,HR,In-office,7.02,9.05,2.34,1.69,1.69,3.0,0.9,3,13,46,15.7,79.1,60.0,0.6243227157384714,61.3,63.7,0.385,0,58669.95390156521
E239,Female,36.0,Management,Remote,7.11,6.97,4.32,3.59,4.72,10.0,2.9,3,19,49,13.0,86.2,51.8,0.5269106767615807,58.8,60.2,0.44,0,52930.11730077684
E240,Male,34.0,Sales,Hybrid,6.56,8.31,2.45,1.04,1.99,12.0,0.6,3,17,39,22.1,76.1,67.2,0.6466216667398111,56.9,59.6,0.396,1,54234.76368380915
E241,Male,42.0,IT,In-office,7.02,8.45,1.8,2.93,2.21,14.0,0.5,3,18,50,19.2,84.8,56.6,0.579373963078365,66.4,63.2,0.381,0,57562.64590212962
E242,Male,43.0,Support,Remote,7.59,6.65,2.36,3.17,5.62,8.0,4.1,5,5,57,15.8,84.2,58.6,0.557263177926655,53.2,51.1,0.437,1,61897.06457586818
E243,Male,40.0,IT,In-office,6.12,7.25,2.26,1.85,4.24,12.0,1.1,5,19,43,16.5,81.6,66.5,0.47924936394902284,53.5,51.9,0.546,1,52841.22594590919
E244,Female,39.0,Support,Hybrid,6.65,8.89,3.51,1.95,3.02,5.0,0.0,3,19,53,19.0,78.3,52.2,0.520287759708506,52.2,55.2,0.523,1,49800.57114064568
E245,Male,44.0,Sales,In-office,6.93,8.61,1.56,3.09,2.73,3.0,0.2,2,12,43,20.8,77.8,53.7,0.5189851796472111,58.0,59.6,0.421,0,56632.77080774217
E246,Male,37.0,HR,In-office,5.83,9.9,2.86,3.21,1.26,12.0,0.7,5,17,39,14.4,66.6,75.1,0.44727493820795255,59.1,55.3,0.536,1,53101.82929075699
E247,Male,36.0,Sales,In-office,6.6,8.83,2.73,3.35,2.16,14.0,0.0,2,14,49,20.5,82.1,66.9,0.5502527344419522,51.7,48.6,0.426,1,49129.340071175284
E248,Male,45.0,Sales,Remote,7.14,7.63,2.91,3.5,4.29,9.0,2.5,3,6,49,12.6,84.8,68.8,0.5093335383713145,61.8,57.5,0.458,1,56097.115400446564
E249,Male,27.0,Management,Hybrid,6.82,6.13,3.66,2.61,3.66,13.0,2.6,2,10,49,13.8,79.4,76.4,0.7792727120140549,45.7,48.8,0.309,0,60037.196409373966
E250,Female,33.0,Sales,Remote,8.24,7.46,2.74,1.16,4.14,17.0,4.4,4,18,57,11.2,84.2,66.8,0.7022490855480478,53.2,55.5,0.318,0,62548.619094440255
E251,Male,37.0,Management,In-office,7.1,7.69,3.86,3.2,3.1,9.0,1.3,5,6,49,18.4,73.7,58.3,0.5709558022832477,60.6,59.4,0.366,0,64566.86828483603
E252,Female,34.0,HR,Hybrid,6.96,9.46,3.32,1.94,2.85,10.0,3.5,4,6,40,17.6,78.2,62.2,0.5208930973527388,69.0,67.5,0.525,1,57629.695088643275
E253,Male,29.0,IT,Remote,6.99,9.97,2.64,3.15,3.18,5.0,2.9,3,12,53,15.0,78.3,53.2,0.5141078098506318,64.9,63.7,0.592,1,51433.33392833551
E254,Male,34.0,IT,In-office,6.77,8.69,2.14,1.75,2.58,6.0,0.6,3,18,42,15.0,70.7,64.1,0.6066232630275573,56.0,56.4,0.445,1,53330.42227377499
E255,Female,42.0,IT,Hybrid,7.42,9.45,1.79,2.73,3.89,9.0,0.4,1,7,38,23.1,79.3,62.7,0.35503150170229936,65.2,67.6,0.569,1,60650.07940974958
E256,Male,27.0,Management,Hybrid,7.51,9.12,2.63,2.97,2.83,5.0,2.4,2,12,37,12.3,74.7,61.6,0.5937882963566874,58.2,57.2,0.382,1,58717.655302043466
E257,Female,22.0,Marketing,In-office,6.95,6.73,2.78,1.98,2.72,12.0,0.9,3,18,51,18.3,74.0,68.2,0.8033455574593311,59.5,61.0,0.26,0,62241.78787573884
E258,Male,38.0,Management,Remote,6.6,8.57,2.67,4.08,5.26,11.0,3.3,3,16,45,18.6,86.9,57.4,0.3066165267190609,49.7,50.2,0.658,1,50187.62473866999
E259,Male,36.0,HR,In-office,7.01,6.26,2.52,3.01,1.63,11.0,0.3,2,11,52,22.6,67.6,74.2,0.8611909714073114,56.1,59.2,0.161,0,65764.25428230356
E260,Female,31.0,Support,Hybrid,7.76,9.47,3.37,2.82,2.8,14.0,1.4,4,17,51,16.5,78.4,68.4,0.6157317026714668,69.6,67.8,0.423,0,56876.918764228176
E261,Male,27.0,IT,In-office,7.63,7.24,2.02,1.64,2.7,8.0,0.5,4,6,54,17.7,80.1,61.2,0.7166534764210959,52.5,53.8,0.237,0,61169.01397935929
E262,Male,34.0,HR,Remote,8.07,6.69,2.35,3.73,2.11,10.0,4.2,2,11,46,15.8,86.0,55.7,0.85702373219691,74.9,75.8,0.14,0,64159.423176278826
E263,Female,33.0,IT,In-office,6.85,6.22,2.19,2.01,2.73,5.0,0.0,3,13,46,17.5,80.9,63.7,0.5959366329965463,50.6,47.7,0.242,0,62641.74018935201
E264,Female,44.0,IT,Remote,7.33,7.58,2.33,2.52,3.99,16.0,3.0,3,13,55,15.5,81.5,59.1,0.5467806179332855,58.4,54.6,0.402,0,56309.72568659871
E265,Female,33.0,IT,Remote,7.38,8.63,2.11,3.15,3.81,12.0,4.1,3,8,46,14.9,82.9,54.6,0.523371592430342,68.7,69.2,0.464,0,53941.462651968504
E266,Female,35.0,Sales,Remote,8.56,9.22,2.27,1.51,5.72,10.0,2.3,3,18,46,12.6,77.0,56.6,0.34261084090175753,64.7,63.6,0.595,0,52469.29068307569
E267,Female,36.0,Management,In-office,6.26,6.76,4.51,2.46,1.81,9.0,0.7,4,17,44,13.7,76.2,51.8,0.7896205651965817,56.1,57.3,0.292,0,60475.06834773743
E268,Male,38.0,HR,Remote,7.14,8.19,3.05,3.26,4.86,5.0,3.3,2,14,54,14.2,82.4,57.4,0.3524929311019684,61.0,62.0,0.576,0,57231.978965748065
E269,Female,38.0,Sales,In-office,6.29,8.79,1.74,2.34,1.7,13.0,0.0,5,8,41,12.6,76.3,55.4,0.5419977756651508,60.6,63.8,0.436,0,48967.09057482096
E270,Female,39.0,Sales,Remote,6.83,8.87,2.26,2.76,5.3,13.0,4.1,2,9,49,20.6,80.9,58.8,0.3135370288643046,51.5,51.4,0.693,1,52484.52055576738
E271,Female,37.0,Marketing,In-office,6.44,8.42,1.44,2.57,1.96,9.0,2.2,3,9,44,21.3,77.6,71.8,0.6660636644533058,61.3,59.9,0.406,0,61558.255577492884
E272,Female,41.0,HR,In-office,6.69,8.06,2.93,2.59,3.84,10.0,2.9,2,7,39,14.5,73.4,57.2,0.40620689244102803,54.6,58.4,0.522,0,48119.82930277555
E273,Male,42.0,Support,Hybrid,6.22,7.93,2.66,2.99,3.16,9.0,0.9,4,4,43,12.2,82.9,59.6,0.578158187607748,59.1,62.9,0.48,1,54571.937217758954
E274,Female,39.0,Management,Remote,7.25,6.81,3.41,2.49,3.31,11.0,3.0,5,9,55,16.7,94.9,62.1,0.6995116530509794,63.6,63.3,0.301,1,59855.677402012625
E275,Female,32.0,Support,Remote,7.47,8.09,2.86,2.08,4.5,11.0,3.2,4,17,47,15.3,75.5,56.2,0.44692456744760245,69.2,67.4,0.504,0,50657.46491584653
E276,Male,38.0,Support,In-office,5.93,8.63,2.96,2.91,2.15,7.0,0.8,4,9,47,20.8,85.3,66.4,0.5251051737131636,50.6,52.6,0.498,1,52726.54993722738
E277,Female,33.0,Management,Remote,7.54,6.51,4.36,3.84,4.91,7.0,1.9,1,10,52,17.7,80.9,61.8,0.6529529847786735,62.0,64.1,0.357,1,55958.272463602516
E278,Male,49.0,Support,Remote,7.52,9.61,3.54,3.65,5.8,13.0,1.5,5,13,48,11.3,78.5,54.4,0.2469891561420603,56.9,52.2,0.723,1,53566.811330270866
E279,Female,28.0,IT,Hybrid,7.64,8.13,1.99,2.23,5.23,15.0,1.8,3,5,43,17.6,79.3,51.3,0.46449010424950093,50.5,50.7,0.539,1,56637.035179442384
E280,Male,45.0,IT,Hybrid,7.1,8.99,1.24,1.76,3.49,17.0,1.2,5,16,42,20.6,87.8,70.9,0.45273432015691195,65.0,60.2,0.528,0,57974.665284982475
E281,Male,43.0,Support,In-office,6.48,7.81,3.93,2.13,3.08,9.0,0.7,3,8,45,16.6,86.9,63.3,0.5496758672625625,58.4,56.7,0.456,0,58485.016192129704
E282,Male,36.0,Support,Hybrid,6.85,9.33,2.98,2.94,4.37,8.0,1.7,2,14,50,27.7,81.0,66.7,0.3871065337260523,57.9,55.4,0.646,1,47232.84468634831
E283,Male,45.0,Support,Remote,7.81,7.09,3.26,2.58,3.9,10.0,3.2,5,7,62,13.8,79.3,65.7,0.7843008408072677,63.5,64.0,0.295,0,59576.439201160676
E284,Female,47.0,IT,Remote,7.97,8.3,2.18,2.98,5.49,9.0,4.4,2,6,46,12.0,75.0,55.4,0.40210922505865754,64.9,59.0,0.536,1,55388.123683683756
E285,Male,39.0,Sales,Hybrid,6.99,5.0,2.62,2.23,2.21,15.0,1.7,4,12,46,17.7,73.6,64.5,0.9786516687328133,61.8,63.1,0.128,0,62493.616573324165
E286,Male,51.0,Management,Hybrid,6.73,9.41,4.4,2.62,4.97,15.0,2.2,5,18,44,17.6,77.8,65.5,0.18739561002387495,52.9,53.1,0.715,1,50688.99529051717
E287,Male,43.0,Sales,Remote,7.44,9.01,3.14,3.79,4.36,11.0,3.0,1,13,37,14.3,82.1,56.8,0.42841074524822087,61.2,60.4,0.564,0,52359.0238055256
E288,Male,26.0,Management,In-office,5.7,8.97,3.22,2.25,2.13,20.0,0.0,5,11,52,12.8,79.6,50.4,0.4934158603242288,60.1,62.3,0.536,0,52795.537577351206
